ra,dec,parallax,pmra,pmdec,pmra_error,pmdec_error,radial_velocity,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,phot_bp_rp_excess_factor,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,astrometric_excess_noise
5.560441456280148,-72.05444383621199,0.20867177809453802,5.449878879131868,-2.8495021476066618,0.022692634,0.025112884,,15.082214,15.530373,14.444097,1.086276,1.237594,475.8668,896.5552,0.0
5.569124646369975,-72.04156444904605,0.21755005821755358,5.207710342240782,-2.8179303438518066,0.014293261,0.014976661,-18.710836,13.878002,14.331373,13.255039,1.076334,1.2247937,1383.9479,1761.593,0.0
5.644935765772855,-72.0258641695011,0.2539064435429289,5.423077934576156,-2.114921292138214,0.22309506,0.2574387,,18.610022,,,,,,,0.40359235
5.6691010114708265,-72.02620916158297,0.21118779447473215,5.730805257127935,-2.488370550873496,0.16923003,0.1800052,,18.613203,18.986233,18.125755,0.86047745,1.1738127,36.517216,42.320072,0.48082682
5.724482496830519,-72.00735885362813,0.21412661246688303,5.372544891806665,-2.429407376139164,0.18833768,0.21171603,,18.98821,19.480291,18.634977,0.845314,1.0437142,31.533804,42.638134,0.4120819
5.735628156853808,-72.0041290332198,0.2340016241965472,5.480849031174748,-2.762048835607334,0.16363771,0.19370295,,18.455994,18.658834,17.783825,0.87500954,1.3834041,28.825459,32.225357,0.58199924
5.600007905191968,-72.02014875010956,0.21853929930633448,4.9519934195250315,-2.4237281298510545,0.13965966,0.16190588,,18.008915,17.553812,16.804344,0.74946785,2.3793943,22.734467,29.816006,0.5307863
5.582546700245822,-72.02046189339228,0.21908348608865746,4.691596633996606,-2.364794854498632,0.04792572,0.05320676,,16.688911,17.118204,16.096497,1.0217075,1.2147781,238.75267,399.92633,0.0
5.619524951564952,-72.00698199400297,0.25463369918778334,5.398878823709504,-2.4926460625176645,0.17103902,0.18378694,,18.818283,18.921589,18.046783,0.87480545,1.516063,22.248806,32.5619,0.25754598
5.558176833977365,-72.00753468545922,0.24906402785034326,4.91056722550917,-3.0630349423085543,0.17846534,0.18933128,,18.930698,19.352587,18.447254,0.90533257,1.1487533,51.13787,48.360325,0.31074515
5.524189435451286,-72.02577994461936,0.20425978207736073,4.952960081513465,-2.791334812558449,0.01814033,0.017797094,-16.031973,14.393169,14.8901415,13.727992,1.1621494,1.2356137,817.3829,1966.6411,0.0
5.6949613249045585,-71.99304343661488,0.22792327750892155,5.489286370651333,-2.668087069620694,0.29324928,0.32210073,,19.404581,,,,,,,0.7373416
5.786074071760535,-72.00710152013559,0.2070309202766675,4.734733633063478,-2.4367989280507825,0.014602416,0.015349463,-30.680202,13.747617,14.194761,13.114091,1.0806704,1.2348455,759.98676,583.6296,0.0
5.780002403160109,-71.98615602247551,0.22081090306580486,5.318042832383253,-2.3109196423489795,0.17011991,0.18739799,,18.756643,18.916805,17.937422,0.97938347,1.5209147,17.79767,21.572067,0.0
5.913667317253587,-71.9701649619916,0.21779166069801287,5.449482642116283,-3.191727230415689,0.12035281,0.1420179,,18.202822,,,,,,,0.0
5.942576425175166,-71.97078495242283,0.25209029110478853,4.718778990418312,-2.8190100748688662,0.10412453,0.14653651,,17.34309,,,,,,,0.40186378
5.9352628223557335,-71.96502556786061,0.2062298368699722,5.017089547072185,-4.085688276533303,0.19265722,0.25153115,,18.670301,18.845228,17.81032,1.0349083,1.5467074,47.49862,48.376526,0.94323623
5.880978944457609,-71.97246406524647,0.25253798665917493,4.9898033223596325,-2.7253412973451905,0.07340478,0.096836336,,17.474728,17.63479,16.887169,0.74762154,1.348976,36.81903,70.96409,0.17396124
5.7503365063668,-71.98087470221913,0.23662598597854848,4.987940180043147,-2.4659532285344175,0.10877251,0.12420049,,18.074175,18.413092,17.62872,0.7843723,1.1652108,100.30909,126.544846,0.14888638
5.824826435732241,-71.96643232215084,0.24181026085177224,3.900372394876029,-1.0522807925241962,0.28474346,0.31211904,,19.140104,19.263378,18.180466,1.0829124,1.6661302,27.657125,45.55178,1.1005659
5.79764585332983,-71.96397691449582,0.23608692345300009,5.254447289256997,-3.0343140928826107,0.13362586,0.15240197,,18.54894,18.916378,18.023851,0.8925266,1.1997316,36.090122,47.36208,0.17083633
5.804155158313606,-71.96504609705165,0.24976291554283547,5.10312770973858,-2.925317543915275,0.26138544,0.3192075,,19.540041,19.950636,18.985485,0.96515083,1.1983691,17.59953,28.18126,0.0
5.872259674836146,-71.95582842719779,0.24752608177015864,10.126046725170143,-9.570515292178584,0.35819733,0.4245936,,18.497795,18.70032,17.775843,0.9244766,1.4202608,72.14032,77.97029,2.9480677
5.879094432534683,-71.9573890340445,0.20933776097599668,4.396873381254918,-2.0603373006502164,0.34207922,0.29443088,,18.376295,,,,,,,0.0
5.863388092998558,-71.95833111534644,0.21933408799251902,4.854178399513721,-1.8656368773859342,0.15624252,0.19751172,,18.698746,19.039558,18.014399,1.0251598,1.3204284,47.60679,52.30346,0.47323516
5.927315084745894,-71.94774137690034,0.24232671847405698,5.014068368308485,-2.527618668749702,0.05280041,0.061337095,,16.724144,17.1248,16.097971,1.0268288,1.2507699,133.8396,229.92892,0.17984092
5.857689407189103,-71.95178736780268,0.20677819165335307,4.376110266611848,-2.273839531652577,0.2991999,0.36204875,,19.507988,19.986177,19.000519,0.98565865,1.1386062,25.008326,22.790972,0.9813818
5.926195217275564,-71.9322582083153,0.2143559481344225,5.296656713774438,-2.941564171579268,0.0717213,0.08718668,,17.432709,17.753292,16.986834,0.7664585,1.1744957,145.43869,146.87032,0.0
5.970616163714544,-72.00772570020096,0.20202789992344528,4.626270666668366,-3.0259654690190345,0.04230471,0.045219652,,15.980544,16.329449,15.285643,1.0438061,1.3242171,97.49325,218.18423,0.0
6.016870846450119,-72.00344450429392,0.25306244410847095,2.293019927015087,-3.3464500645968362,0.81176454,1.0850419,,19.162275,,,,,,,1.2760661
5.98016267512244,-72.00001876754061,0.22317928348959878,4.974136791774158,-2.5637458188651543,0.12908399,0.14429554,,17.910841,,,,,,,0.31505
6.04750048552765,-71.98118555023372,0.20471111033830736,4.751408524102376,-2.050359227730683,0.075024135,0.0857211,,16.898424,17.164185,16.252079,0.91210556,1.3311571,41.806324,64.442406,0.0
6.123582043807113,-71.98426800737226,0.23463163445883278,4.67549408701307,-1.909183567278716,0.064168096,0.07516476,,16.99307,17.39209,16.443928,0.9481621,1.2002054,115.66291,122.2176,0.0
6.13434491399365,-71.9812191145422,0.23708274601480683,5.964591000863137,-0.27709891774457446,1.3729876,0.97012246,,20.345325,,,,,,,1.017967
6.16188543813703,-71.9691091889337,0.2395419715184791,4.8250719202049295,-2.1916242436248576,0.096029475,0.11385801,,17.757326,18.019907,17.261782,0.7581253,1.2338258,65.753784,83.178375,0.20540982
6.143418022521419,-71.97040016673861,0.20923481739237088,4.6391140162351565,-1.992091171732406,0.19293948,0.20586063,,18.092127,,,,,,,0.34182835
6.172143436381083,-71.96965870218925,0.2239320244606563,4.788546354137859,-2.5380219779067588,0.070982665,0.07613749,,17.19873,17.498087,16.688028,0.8100586,1.2242023,172.27956,191.93066,0.20128058
6.173540693973621,-71.97242631757683,0.21517315075109042,5.117192349757701,-2.224512564527911,0.041097682,0.041874003,,16.061869,16.389406,15.34329,1.0461159,1.3522688,116.1087,165.55586,0.117262974
6.127610589648898,-71.96846556652851,0.23960068004941834,3.849750774068617,-1.7586100877354638,0.59505767,0.88488233,,19.957466,20.85197,19.223475,1.6284962,1.1457531,9.074151,11.437455,0.0
6.179453921610213,-71.95998101141713,0.23650226794027934,7.889033061542258,1.0109988295362522,0.18164621,0.18318415,,15.783634,15.977808,15.14695,0.83085823,1.3630903,383.63812,521.886,1.7172145
6.144582724493297,-71.96631898040877,0.22148582671120162,3.7026305094723213,-1.9619474270711104,0.61975694,0.5150236,,19.264101,,,,,,,1.0343139
6.132291869728808,-71.96379020333289,0.22529676786542874,4.922533222948098,-2.0777576030449736,0.04320396,0.048608985,,16.332384,16.718529,15.705833,1.0126953,1.257776,154.81396,219.04364,0.11755924
5.966822048424469,-71.98317647606518,0.21019628258948192,0.31047668010025053,4.77769521552575,1.4308431,1.3845363,,20.413668,20.556013,19.148832,1.4071808,1.9855256,3.9168515,8.011331,1.5861257
6.065296941116999,-71.96515275688101,0.20683451915798218,5.499421898435646,-2.968051324727113,0.062095135,0.076489106,,17.07621,17.401495,16.589434,0.8120613,1.1965277,155.32729,153.40154,0.15651739
5.96084047767794,-71.97395816897338,0.22595186855279392,5.83927679450399,-3.455229405102972,0.64172196,0.7293125,,20.10885,,,,,,,1.2535688
6.11160920408876,-71.95773314019225,0.21682546270919545,5.000446183573828,-2.448486820417134,0.16045979,0.20261991,,18.740057,19.18651,18.223284,0.9632263,1.1582334,47.758068,58.769028,0.0
6.092128838221917,-71.94913705918134,0.20562863598486156,5.383376344853043,-2.2511640846587535,0.014421711,0.017080907,-29.853796,13.881912,14.318764,13.276443,1.0423212,1.2201756,1253.3076,2395.5513,0.027975917
6.121209235890373,-71.94292077916285,0.20807203299941057,5.073747838257543,-2.712547023198528,0.032612637,0.03834219,,15.946484,16.362734,15.329144,1.0335903,1.2375482,214.49147,254.55774,0.0
6.258642080888081,-71.94973675578808,0.2025699075441983,4.9720413320759995,-1.9227711008170116,0.030699905,0.03143518,,15.550048,15.9906845,14.934165,1.0565195,1.2255731,452.3482,808.4972,0.0
6.251862830677126,-71.93619651626997,0.22830994528682352,4.640463744627516,-2.494146436800647,0.1110286,0.1234942,,18.199915,18.528616,17.748783,0.77983284,1.173554,85.56178,78.26245,0.2695895
6.322598682389821,-71.92650620776104,0.2168553136319012,5.035035499853874,-2.364572790878583,0.069451444,0.07570163,,17.385685,17.695934,16.93567,0.76026344,1.1820811,191.84077,142.09276,0.0
6.173395200369085,-71.92768508432303,0.20797264479367455,5.536549124317042,-2.922981646226526,0.015379405,0.01703381,-12.622989,14.138915,14.658087,13.45925,1.1988363,1.2367595,1139.2012,1782.6648,0.0
6.279022895805473,-71.91465044332291,0.2359958555350099,5.285395745568824,-2.3909995756893925,0.06459016,0.06929743,,17.266142,17.582159,16.810404,0.7717552,1.1825618,148.70998,277.6151,0.08164835
6.385242552465771,-71.90205432340241,0.23058387840749306,5.132137633257421,-2.532284616951728,0.15487431,0.16645277,,18.490007,18.729795,18.01466,0.7151356,1.2336618,42.910053,51.264847,0.36606622
6.03712064338135,-71.94802636632902,0.22891664080050889,5.321949891756867,-2.783507703869858,0.22116613,0.24823286,,19.151985,19.311823,18.372631,0.9391918,1.4888277,25.814201,51.40759,0.0
6.010382100198935,-71.95901765453573,0.24317215774848133,5.071657744965566,-3.332385021033848,0.039978035,0.04707396,,16.327396,16.771545,15.741869,1.0296764,1.203546,310.68387,342.19052,0.050395485
6.097261286048661,-71.9362584779025,0.20659079045448775,5.1282286026716095,-2.6302382950155314,0.1612595,0.1894388,,18.639242,19.053026,18.21313,0.83989525,1.1186419,65.69318,71.330986,0.6470577
6.130731920411537,-71.9286531160701,0.2221669789889199,4.375423641250941,-3.8271634678636923,0.8903784,0.9997477,,20.632086,,,,,,,1.2665299
6.16224129195005,-71.92625607940582,0.23062370214916167,5.311018202538879,-2.533250620381857,0.0569826,0.063763365,,16.976585,17.356705,16.420424,0.9362812,1.2135495,273.7603,233.32562,0.0
5.987842589089989,-71.93477920836845,0.23048348454618467,6.717505920849204,-2.990382633775212,0.43286726,0.6326586,,19.6534,,,,,,,0.6255406
5.945256953866665,-71.92718237426679,0.24187229185193035,5.205559030190233,-2.8182053168892756,0.13034047,0.1751542,,18.339525,18.629244,17.813799,0.81544495,1.238498,56.46596,71.8614,0.0
6.131294066187767,-71.90330591230332,0.25629631016113863,5.625463080548619,-2.981358163631668,0.09369542,0.112407856,,17.97436,18.27285,17.446526,0.82632446,1.2353556,96.84725,131.0867,0.0
6.09786452816367,-71.89834766500103,0.22437214836000707,4.822101344934932,-1.72781880338471,0.60075843,0.6281711,,20.38542,20.42526,19.54596,0.8793011,1.6110933,1435.004,12.800183,0.829643
6.1936805744801475,-71.91197108431899,0.21798901628736744,5.765135926168262,-2.3247245379225245,0.46578822,0.5305265,,20.10518,,,,,,,0.0
6.289804321391022,-71.88499068069082,0.26138037098534656,4.929511629596869,-3.018065078845546,0.14553301,0.17984034,,18.515272,18.8761,18.011812,0.86428833,1.1894239,57.755127,95.634056,0.41676846
6.258659106484812,-71.86939762836299,0.22289395214660734,4.955891964015347,-2.4941666583865265,0.3811338,0.49889678,,19.97453,20.591911,19.461859,1.1300526,1.0856557,19.615526,33.591324,0.0
6.2576266519499635,-71.8734572659609,0.2469514915579055,4.622102900485559,-2.614515491406543,0.06472159,0.0710564,,17.1986,17.515665,16.731415,0.78425026,1.1888278,215.45663,304.48373,0.118685074
6.572927480979137,-71.98284921993643,0.2267240679965822,5.456863030051109,-2.088756747890279,0.015283678,0.013820943,-14.893571,13.050447,13.65361,12.30757,1.3460398,1.2504842,1093.4825,2514.0847,0.046569236
6.599291247102091,-71.9731696805685,0.2619664275850127,5.767777863361338,-2.1115139044896143,0.09930734,0.09791177,,17.490404,17.791716,17.005161,0.78655434,1.207597,137.82759,140.7774,0.30430403
6.636676262671558,-71.96849771537522,0.21732176197772274,5.232747238299114,-2.430719246473337,0.20509909,0.20700778,,18.810242,19.173084,18.333294,0.83979034,1.1723151,36.8234,32.00305,0.0
6.540794347336546,-71.97740432903522,0.2397009789300335,5.065517047292416,-2.9045255549254296,0.13529958,0.1328512,,18.048548,18.395477,17.597588,0.7978897,1.1645327,100.163506,89.109924,0.3159615
6.529559194901039,-71.97669482657129,0.2090071525623121,5.115016844657845,-2.6190178896663454,0.0728611,0.07473646,,16.962679,17.362358,16.411234,0.9511242,1.201381,170.93277,274.39093,0.19367847
6.5225785709486255,-71.97136636125664,0.20739256190857897,5.075848567240156,-2.644667170582724,0.04207168,0.040347673,,15.91759,16.364416,15.31475,1.0496664,1.2139629,385.76755,749.4081,0.0
6.430534651252345,-71.97706099698965,0.25619574553702856,5.276636086100835,-3.0989125530095425,0.114127345,0.111774996,,17.96427,18.247295,17.410551,0.8367443,1.2597722,22.17197,35.773434,0.0
6.483177894120038,-71.96410459239107,0.2466175387089643,6.6375903649228105,-1.2699385373947782,0.52303797,0.66510206,,20.118656,20.78896,19.44306,1.3458996,1.1753961,13.242422,24.517567,0.0
6.47117351555649,-71.96820524557506,0.2382247150088585,5.2635566760740895,-2.1114787946511195,0.18103427,0.21454781,,18.69045,19.086119,18.210968,0.8751507,1.1583796,59.170334,83.584564,0.0
6.521816343884774,-71.95718277281166,0.21105104210234307,4.260598341170144,-2.2788823563667364,0.35019097,0.3398229,,19.59945,20.125586,19.088274,1.0373116,1.1207333,16.788565,36.219677,0.0
6.56003828937691,-71.95152831950968,0.24683865198323024,5.369932964197245,-2.4491270207434055,0.1446845,0.14803015,,18.306856,18.642956,17.789167,0.8537884,1.2102346,105.04044,78.02894,0.0
6.749101119878778,-71.93555030415371,0.21997684024482825,5.204767024201992,-2.570424717811743,0.08535285,0.08674375,,17.42665,17.694284,17.025196,0.66908836,1.1760266,103.82637,163.99353,0.0
6.711921771577156,-71.91128614002974,0.2317893161026558,4.779540535162932,-2.4724636018350807,0.06520903,0.07171339,,16.976906,17.369738,16.414225,0.955513,1.211834,147.69617,293.03207,0.0827025
6.446053261914695,-71.94522339523218,0.21980305138967765,5.335596067713008,-1.8279852663424196,0.29784906,0.3109281,,19.367037,19.646215,18.69183,0.95438576,1.344748,34.60229,28.267838,0.43278405
6.40465460853755,-71.94935733228478,0.25843890223094695,4.552285503261953,-2.7300044143957427,0.2620967,0.25789025,,19.321577,19.601498,18.5646,1.0368977,1.4056885,30.622704,51.5822,0.0
6.441661492694256,-71.95093139419188,0.22333811402646675,5.204433425839297,-2.909128932633394,0.4105326,0.4392243,,19.82789,20.215763,19.167152,1.0486107,1.2809479,15.580977,26.957981,0.983765
6.630786774693381,-72.26353588491759,0.20866794462789814,5.069680774808344,-2.9047100900774323,0.03637107,0.037145372,,15.846852,16.293386,15.229388,1.0639982,1.2240366,310.4356,741.7825,0.0
6.729668392443064,-72.2411637662291,0.20687140537650836,4.967224184432963,-2.618640590573782,0.07405951,0.07920091,,17.200132,17.503246,16.73961,0.76363564,1.1918699,120.14916,230.02376,0.16106449
6.594730365033209,-72.24368438833672,0.21054101071906484,5.124052581220294,-1.9449072505010847,0.07163012,0.073831886,,17.155369,17.476063,16.674704,0.8013592,1.1951072,190.72807,208.14835,0.0
6.651697882798121,-72.24311259086925,0.20438713992915858,4.79171719965552,-2.114242274925606,0.17508233,0.17609292,,18.552551,18.8683,18.050657,0.8176422,1.2105108,64.80829,72.08436,0.0
6.6963479480281665,-72.16832423499328,0.24955837708370365,5.586013835802753,-2.1647339275187263,0.3549663,0.37866202,,19.75117,20.341097,19.174025,1.1670723,1.1374671,22.833988,35.590855,0.0
6.818130116104108,-72.1749715614368,0.24568211869931433,5.062966752074186,-2.8028836299134805,0.14293973,0.14860964,,18.36212,18.729752,17.84456,0.88519096,1.1949211,66.68905,100.3414,0.21556933
6.905674803134583,-72.14231943787547,0.22328620707277105,5.592594246065436,-2.289593497187801,0.056805916,0.062360704,,16.930515,17.330433,16.37022,0.9602127,1.2069969,245.35522,288.6239,0.0
6.90621896715272,-72.14313598790163,0.24493974122084713,4.880452320971867,-2.401670064011532,0.4233292,0.46608093,,19.979641,20.328817,19.232534,1.096283,1.3634082,11.631128,23.063112,0.40035513
6.76558141851593,-72.14636338107825,0.2050005751160782,5.022427401273997,-2.5502201742130097,0.02229373,0.022918718,-33.422916,14.7631,15.242746,14.119084,1.123662,1.2280012,1004.6432,1156.169,0.04140869
6.952165288782812,-72.14333617771439,0.2275700266555537,5.992503904527605,-2.7156620140862504,0.18556255,0.23205826,,18.849283,19.237701,18.346947,0.8907547,1.1756797,35.019386,60.94572,0.0
5.337848991942872,-72.43480033648805,0.2617489883486668,-0.31886154700382824,-1.076246620753783,0.29466313,0.21399625,,19.133509,19.611479,18.536304,1.0751743,1.196576,27.410433,48.259003,0.0
5.238641819440215,-72.40927706227093,0.23300571837503167,5.5300970987667615,-2.9048073169781254,0.09678805,0.07473378,,17.4084,17.714354,16.942274,0.77207947,1.193766,148.80978,176.60793,0.0
5.260262133473489,-72.40629404918828,0.21500584121362057,5.3761313986739125,-2.1672007124784316,0.29424122,0.21349558,,19.124283,19.555307,18.544582,1.010725,1.2055421,36.520042,55.23595,0.0
5.125106215879699,-72.39227044710192,0.21905630143855256,5.285205122220961,-2.462764360902851,0.19963832,0.15452808,,18.540611,18.86719,18.03118,0.83601,1.2097846,43.656796,72.765724,0.0
5.122467068127716,-72.39297992878956,0.2112334486262299,4.955260161336147,-2.6872034601551955,0.23107812,0.1788529,,18.762064,19.179693,18.257935,0.92175865,1.1633235,26.44537,50.98706,0.26034603
5.049923446115989,-72.33112006756664,0.22321535073871246,4.767775916061989,-3.1810843796952386,0.116189875,0.09117875,,17.790537,17.968458,17.15983,0.8086281,1.3680832,68.49586,62.80639,0.24278688
5.21007695673265,-72.35532974109385,0.20908135848764337,5.398709035673992,-2.902493141879578,0.0754534,0.06085931,,17.063639,17.385199,16.54756,0.83763885,1.2164043,175.78345,181.34563,0.0
5.278827115558083,-72.34814593436936,0.25677152166353173,4.713035428658086,-2.102163031907446,0.72507715,0.51973176,,20.243357,20.80256,19.655277,1.1472836,1.1568078,10.617936,19.25636,0.0
5.286337548436274,-72.32969367071246,0.22478731440828786,7.21042536498486,-4.667063512191614,0.104505435,0.08690363,,17.448011,17.781307,16.94785,0.83345795,1.2007526,118.88843,139.66985,0.425798
5.338679694331614,-72.3154479945442,0.2585124075190023,5.597169454797684,-2.878494021474452,0.17948183,0.14565143,,18.53835,18.919455,18.043732,0.8757229,1.1743697,60.44892,79.78146,0.24844703
5.421860557891475,-72.3124002505936,0.21388353075640343,0.49045063663188393,-1.1149815261893286,0.30434483,0.2362752,,19.229092,19.831486,18.729559,1.1019268,1.0832453,27.957756,47.191223,0.8075823
5.578983388025251,-72.29669014616226,0.22546556083098274,4.924825635389858,-2.6632977619360845,0.5501479,0.532546,,20.176386,19.829021,19.423666,0.40535545,1.8406322,2.1021311,10.11413,0.0
5.578253795980347,-72.28369884716925,0.23393721909998016,4.878033286248681,-2.443019293296009,0.18241291,0.16971104,,18.568035,18.94096,18.07178,0.8691807,1.1792336,47.488693,97.8217,0.5096283
5.38953714106675,-72.30657279293861,0.21357368170478613,5.652970781307643,-2.658489839191397,0.0970047,0.087067306,,17.701204,18.04417,17.232267,0.811903,1.1771057,104.180305,160.76796,0.23439744
5.3686592797208,-72.30783379233716,0.25316170328076504,5.213293565425185,-2.2463967391750375,0.042477906,0.035048548,,15.843421,16.2945,15.228668,1.0658321,1.2201751,417.18704,571.8188,0.13128771
5.557261642205015,-72.26994570578903,0.23837774261073177,4.971136924324547,-2.2801565782573965,0.10814611,0.100177325,,17.818544,18.118837,17.361221,0.75761604,1.1914059,104.40074,129.42567,0.36968604
5.284479433713436,-72.29502261823716,0.25180738563573213,5.357099737713238,-2.446230772288308,0.12457352,0.11914138,,18.182074,18.516308,17.695564,0.82074356,1.1919533,76.6745,107.063576,0.0
5.502709392397107,-72.25297408563941,0.2578205919374269,5.590749904566943,-2.685036028041945,0.106648445,0.09954469,,17.88694,18.207663,17.409275,0.7983875,1.193283,92.64626,135.8071,0.18127136
5.51554190889305,-72.21389781234403,0.2316761532478829,5.057530517917032,-3.112343699855232,0.062869675,0.06251216,,17.117699,17.44804,16.638672,0.80936813,1.1893437,177.99063,259.05325,0.0
5.547864258416682,-72.2185184247924,0.2523608049874655,5.21271053583187,-2.261863577209146,0.069838144,0.07036814,,17.25366,17.569134,16.783257,0.7858772,1.1915423,235.54367,224.51663,0.0
5.0337263760386595,-72.23176522012189,0.24725360496348397,5.0517332269653314,-3.0490704754116233,0.052918147,0.05088218,,16.876331,17.293215,16.301119,0.99209595,1.2089722,235.6891,393.65137,0.0
5.199065965481194,-72.25808190686212,0.23354118506381133,5.2928259517074485,-2.9444505530615195,0.062036883,0.056706578,,17.037855,17.389402,16.52606,0.8633423,1.1990453,228.99161,278.46448,0.08027668
5.26433244105895,-72.2568821809151,0.24967322724139196,5.083936277870198,-3.141880021508695,0.11124542,0.10884944,,18.070604,18.407143,17.604145,0.8029976,1.1787688,95.20052,140.66782,0.2085826
5.256534447745912,-72.26431469751842,0.20525855031390056,5.056905619491461,-2.5278161879443384,0.23234606,0.23027216,,19.253218,19.694708,18.694044,1.0006638,1.187419,40.81706,42.01871,0.0
5.319733068408035,-72.24094775373788,0.23356939651277359,5.646776839876492,-2.62763945029684,0.1322477,0.120906435,,18.349731,18.70905,17.90338,0.8056698,1.1558553,81.01883,103.14436,0.0
5.468755318733129,-72.21302593863518,0.215596984448092,4.975715325465295,-2.867664593547108,0.28630564,0.25418392,,19.314974,19.780352,18.79001,0.9903412,1.1550574,29.47971,47.374985,0.0
5.49487909559701,-72.20598803509382,0.2158441176435886,5.457491938897938,-2.4409063782806237,0.27497706,0.28920218,,19.389858,18.772566,17.85639,0.91617584,3.008742,12.340871,14.214054,0.65578526
5.502662869757724,-72.20086505044907,0.2607786382663399,5.784209974000163,-2.8862837963922727,0.74054027,0.57219094,,20.38362,21.363012,19.845568,1.5174446,0.98517364,8.985896,17.252333,0.0
5.516562822838689,-72.19024608204103,0.21666123505686954,5.007875657512417,-2.7635703362861594,0.11907529,0.11408848,,18.141268,18.490282,17.671888,0.8183937,1.1744336,93.79166,114.57412,0.0
5.43313226215438,-72.18784589618755,0.21008518309279617,5.380303557031369,-3.4811034290407816,0.1687825,0.16341418,,18.768505,19.194187,18.23483,0.9593563,1.1781476,56.986294,70.33485,0.0
5.547569887006763,-72.1607423086371,0.2040965246974238,6.164424310340027,-2.6563969884216854,0.14348862,0.14247185,,18.451893,,,,,,,0.0
5.270312915954355,-72.20725392919363,0.2071300750822675,3.8741775626150945,-1.641228327717629,0.31268394,0.28477678,,19.562325,19.999561,18.802908,1.1966534,1.331998,23.891283,46.24987,0.4636572
5.224970534334742,-72.20232724627716,0.2178440403026237,5.144961905009316,-2.5898848122472047,0.2208874,0.21831863,,19.220024,19.666813,18.684189,0.98262405,1.1700861,36.538544,49.92989,0.0
5.196348001176753,-72.19072071288176,0.25198945398153894,0.769459598642255,-1.4782368274380986,0.06993122,0.066111684,,17.393013,17.788078,16.851025,0.9370537,1.1974521,138.11124,219.50577,0.0
5.337499937791189,-72.19363977325673,0.24353997968967023,5.8127192395724485,-2.5982437938211804,0.34663615,0.32801116,,19.788774,20.17463,19.136587,1.0380421,1.2758236,15.292711,13.29357,0.0
5.383186223602729,-72.1785458120655,0.234655152033131,5.524211873220034,-2.9563248507721105,0.020710496,0.019940669,-15.811296,14.63243,15.105544,13.988359,1.1171846,1.2308539,650.47095,1512.9764,0.056045502
5.498688531889791,-72.15698381257938,0.21982609469162367,5.7245547081421755,-2.800277384873611,0.070687935,0.06751044,,17.06772,17.378067,16.53842,0.8396473,1.2302982,228.29306,244.45148,0.28834042
5.512446596713191,-72.15220917905673,0.25549000388632714,0.513769795202568,-1.4580924342035433,0.2805135,0.28135487,,19.481775,19.680662,18.98824,0.69242287,1.2670015,22.210125,23.520561,0.0
5.351054844391574,-72.15402456563744,0.25100514630600945,5.656376210125504,-3.2990845133587783,0.06468543,0.063789114,,17.205181,17.483665,16.684418,0.79924774,1.2411604,151.79103,161.34387,0.0
5.419033640211175,-72.13783021344233,0.2506954513465034,5.634500312445366,-2.905151016558617,0.066483326,0.07027803,,17.23612,17.516216,16.741497,0.77471924,1.2241516,154.42636,144.71663,0.15688579
5.468140000370334,-72.14798426640266,0.231312823768127,5.271167484397438,-2.7499113413544927,0.07011225,0.0680617,,17.314499,17.615894,16.84687,0.7690239,1.1969644,104.40295,113.337364,0.04782235
5.529045763144217,-72.12270773506985,0.2484583713985928,5.46813562359495,-2.826707469312641,0.046837844,0.0464848,,16.616364,17.015228,15.993832,1.0213966,1.2490901,223.98573,191.84668,0.0
5.148166122242284,-72.18783847114034,0.2106294900951716,5.0804541609608025,-2.9499358148805435,0.13826929,0.13179469,,18.564337,18.941637,18.059963,0.8816738,1.1821544,52.79365,72.35754,0.0
5.292565225786844,-72.15812426107011,0.23138386835003646,5.43246023058986,-3.018820005064746,0.39979354,0.38565916,,20.016525,20.601648,19.371994,1.2296543,1.1851983,18.932274,29.147339,0.7262176
5.315971604459708,-72.14357283275405,0.24967384412384377,4.86874101777774,-3.052696871830046,0.052436892,0.05097392,,16.77397,17.181469,16.189072,0.9923973,1.2196676,316.94315,338.03177,0.0
5.172193815697297,-72.14751653083935,0.20512663145019971,4.846695361227923,-2.180637138603485,0.07981501,0.07384896,,17.540579,17.837973,17.0742,0.76377296,1.1982478,149.75032,205.93556,0.0
5.414973642186484,-72.1171962654768,0.20706931771982795,5.75455349887537,-3.068146182101734,0.2581188,0.2689698,,19.417723,19.903366,18.856304,1.0470619,1.1696335,29.94849,42.012688,0.0
5.439547513103034,-72.11981664153916,0.2048789333108499,4.602582913839721,-2.342851427592268,0.35186324,0.36319274,,19.84664,20.50992,19.233109,1.2768116,1.1343607,17.606346,41.768894,0.58741343
5.43693891399704,-72.12632367718342,0.2592570219775175,5.421366358804698,-2.1864544560409462,0.071970284,0.0739885,,17.324064,17.631142,16.831602,0.79953957,1.209078,160.66966,184.83708,0.22825526
5.509205523932795,-72.1006222405258,0.2281911839264596,5.471490873161468,-2.7401841507204714,0.20770077,0.22103146,,19.256186,19.620003,18.667917,0.9520855,1.2423657,28.569284,35.575874,0.0
5.527141001897687,-72.08825331071841,0.21203122403357713,5.422779948570675,-2.9041832914461874,0.06144615,0.06412276,,17.084475,17.328732,16.504961,0.8237705,1.2969412,118.97999,112.105354,0.21507733
